id,nombre,tipo_1,tipo_2,altura,peso,HP,Ataque,Defensa,Ataque Especial,Defensa Especial,Velocidad,movimientos,habilidades,imagen
137,porygon,normal,,0.8,36.5,65,60,70,85,75,40,87,"['trace', 'download', 'analytic']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/137.png
138,omanyte,rock,water,0.4,7.5,35,40,100,90,55,35,80,"['swift-swim', 'shell-armor', 'weak-armor']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/138.png
139,omastar,rock,water,1.0,35.0,70,60,125,115,70,55,86,"['swift-swim', 'shell-armor', 'weak-armor']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/139.png
140,kabuto,rock,water,0.5,11.5,30,80,90,55,45,55,83,"['swift-swim', 'battle-armor', 'weak-armor']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/140.png
141,kabutops,rock,water,1.3,40.5,60,115,105,65,70,80,103,"['swift-swim', 'battle-armor', 'weak-armor']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/141.png
142,aerodactyl,rock,flying,1.8,59.0,80,105,65,60,75,130,98,"['rock-head', 'pressure', 'unnerve']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/142.png
143,snorlax,normal,,2.1,460.0,160,110,65,65,110,30,136,"['immunity', 'thick-fat', 'gluttony']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/143.png
144,articuno,ice,flying,1.7,55.4,90,85,100,95,125,85,88,"['pressure', 'snow-cloak']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/144.png
145,zapdos,electric,flying,1.6,52.6,90,90,85,125,90,100,87,"['pressure', 'static']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/145.png
146,moltres,fire,flying,2.0,60.0,90,100,90,125,85,90,82,"['pressure', 'flame-body']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/146.png
147,dratini,dragon,,1.8,3.3,41,64,45,50,50,50,86,"['shed-skin', 'marvel-scale']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/147.png
148,dragonair,dragon,,4.0,16.5,61,84,65,70,70,70,84,"['shed-skin', 'marvel-scale']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/148.png
149,dragonite,dragon,flying,2.2,210.0,91,134,95,100,100,80,137,"['inner-focus', 'multiscale']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/149.png
150,mewtwo,psychic,,2.0,122.0,106,110,90,154,90,130,167,"['pressure', 'unnerve']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/150.png
151,mew,psychic,,0.4,4.0,100,100,100,100,100,100,375,['synchronize'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/151.png
